x,y,z,TgF
-0.4529,0.8463,0.5452,1.104
-0.4468,0.8634,0.5237,1.104
-0.4424,0.88,0.5013,1.105
-0.4393,0.8963,0.4805,1.108
-0.4402,0.9098,0.4593,1.11
-0.4373,0.9239,0.4444,1.115
-0.4373,0.9383,0.4314,1.122
-0.4395,0.951,0.4202,1.129
-0.4449,0.963,0.4136,1.139
-0.4488,0.9752,0.4056,1.148
-0.4559,0.9867,0.4021,1.159
-0.461,0.9947,0.4017,1.168
-0.4676,1.0043,0.3992,1.178
-0.4688,1.0062,0.397,1.179
-0.4717,1.0062,0.3982,1.18
-0.4695,0.9991,0.397,1.173
-0.4649,0.9925,0.3992,1.166
-0.4576,0.9779,0.4039,1.153
-0.4515,0.9647,0.4151,1.143
-0.4441,0.9479,0.4305,1.132
-0.4366,0.9298,0.4476,1.12
-0.4288,0.9127,0.4703,1.113
-0.4236,0.8932,0.4957,1.106
-0.4195,0.8756,0.5196,1.101
-0.4151,0.856,0.5474,1.098
-0.4087,0.8392,0.5731,1.095
-0.4024,0.8209,0.5953,1.091
-0.3892,0.8023,0.6175,1.085
-0.3807,0.7838,0.6417,1.082
-0.3702,0.7647,0.6649,1.079
-0.3606,0.7437,0.6849,1.073
-0.3518,0.7296,0.7078,1.076
-0.3514,0.7171,0.7308,1.082
-0.3533,0.7034,0.7564,1.092
-0.3531,0.6866,0.7806,1.098
-0.3531,0.6702,0.8072,1.107
-0.3472,0.6529,0.8297,1.111
-0.3426,0.6373,0.8495,1.116
-0.3355,0.6246,0.8719,1.124
-0.3296,0.6124,0.8939,1.133
-0.3262,0.6033,0.9168,1.145
-0.3203,0.5921,0.9347,1.152
-0.3184,0.5818,0.9464,1.156
-0.3177,0.5743,0.9586,1.162
-0.3181,0.5621,0.9652,1.161
-0.3172,0.5567,0.9752,1.167
-0.3118,0.5535,0.9781,1.166
-0.3069,0.5511,0.9674,1.155
-0.3042,0.5508,0.9691,1.155
-0.3008,0.5533,0.9566,1.145
-0.2959,0.5557,0.9403,1.132
-0.2884,0.5582,0.9188,1.113
-0.2837,0.5655,0.8946,1.096
-0.2825,0.5711,0.8697,1.078
-0.2835,0.5792,0.8451,1.063
-0.2854,0.5865,0.8175,1.046
-0.2862,0.5958,0.7921,1.032
-0.2915,0.6082,0.7679,1.022
-0.2937,0.6192,0.7452,1.012
-0.295,0.6317,0.7249,1.006
-0.2957,0.6441,0.7113,1.004
-0.2962,0.6509,0.6998,1.001
-0.2971,0.658,0.6947,1.002
-0.2967,0.6654,0.6973,1.008
-0.2974,0.6658,0.7005,1.011
-0.2981,0.6673,0.7073,1.017
-0.2962,0.6639,0.7169,1.021
-0.2937,0.6592,0.7318,1.028
-0.2881,0.6546,0.7486,1.035
-0.2798,0.649,0.7625,1.04
-0.271,0.639,0.7804,1.044
-0.2583,0.6285,0.797,1.047
-0.2505,0.618,0.8138,1.052
-0.241,0.6077,0.8267,1.054
-0.2315,0.5989,0.839,1.056
-0.2219,0.5887,0.8475,1.055
-0.2107,0.5811,0.8521,1.053
-0.2,0.575,0.8575,1.052
-0.1892,0.5682,0.8619,1.05
-0.1765,0.5633,0.8619,1.045
-0.1668,0.5584,0.8634,1.042
-0.1531,0.5533,0.8604,1.034
-0.1409,0.5474,0.8516,1.022
-0.1287,0.5423,0.8431,1.011
-0.1155,0.5362,0.8272,0.993
-0.1021,0.5345,0.8104,0.976
-0.0945,0.5276,0.7899,0.955
-0.0813,0.524,0.7679,0.933
-0.0779,0.5198,0.7442,0.911
-0.0737,0.5181,0.723,0.893
-0.0745,0.5196,0.6978,0.873
-0.0833,0.5264,0.6761,0.861
-0.0899,0.5337,0.6561,0.851
-0.1025,0.5433,0.6392,0.845
-0.1199,0.5535,0.629,0.846
-0.1402,0.5694,0.6185,0.852
-0.1629,0.5838,0.6158,0.864
-0.1892,0.6043,0.6175,0.884
-0.2092,0.6248,0.6197,0.905
-0.2276,0.6458,0.6243,0.927
-0.2447,0.669,0.6292,0.95
-0.2632,0.6885,0.6375,0.975
-0.2803,0.7073,0.6404,0.995
-0.3028,0.7254,0.6446,1.017
-0.323,0.7398,0.6451,1.033
-0.3482,0.7533,0.6444,1.051
-0.3697,0.762,0.6451,1.065
-0.3929,0.7721,0.6434,1.079
-0.4143,0.7818,0.6397,1.092
-0.4305,0.7889,0.6382,1.102
-0.4446,0.7948,0.6292,1.107
-0.4566,0.7996,0.6219,1.111
-0.4668,0.8062,0.6124,1.115
-0.4727,0.8114,0.6004,1.115
-0.4744,0.8138,0.5853,1.109
-0.4769,0.818,0.5682,1.104
-0.4759,0.818,0.553,1.096
-0.4732,0.8182,0.5379,1.088
-0.4732,0.8123,0.5164,1.073
-0.4705,0.8057,0.5003,1.059
-0.47,0.7967,0.4903,1.047
-0.4661,0.7847,0.4834,1.033
-0.4649,0.7774,0.4825,1.026
-0.4559,0.7677,0.4874,1.017
-0.448,0.7594,0.4993,1.013
-0.4341,0.7569,0.5127,1.012
-0.4192,0.7579,0.5225,1.012
-0.4031,0.7584,0.5377,1.013
-0.3912,0.7598,0.5486,1.016
-0.3765,0.7628,0.5525,1.014
-0.3655,0.7642,0.5572,1.014
-0.3601,0.7679,0.5623,1.018
-0.3557,0.7699,0.5623,1.018
-0.3489,0.7708,0.5638,1.017
-0.3418,0.7716,0.5626,1.014
-0.335,0.7623,0.5579,1.002
-0.3277,0.7545,0.5547,0.992
-0.3223,0.7474,0.5552,0.985
-0.3181,0.7428,0.5626,0.985
-0.3113,0.7347,0.5652,0.978
-0.3069,0.7296,0.5713,0.976
-0.3116,0.7318,0.5845,0.987
-0.316,0.7332,0.6009,0.999
-0.3274,0.7374,0.6207,1.018
-0.3372,0.744,0.6466,1.042
-0.3482,0.7533,0.6724,1.068
-0.3594,0.7652,0.6986,1.097
-0.3733,0.7779,0.7244,1.127
-0.389,0.7904,0.7476,1.155
-0.4029,0.8018,0.7664,1.18
-0.4168,0.8131,0.7789,1.201
-0.4307,0.8219,0.7855,1.216
-0.4446,0.8263,0.7865,1.224
-0.4544,0.8275,0.7813,1.225
-0.4627,0.8294,0.7725,1.224
-0.4695,0.8292,0.7596,1.219
-0.4769,0.8243,0.7437,1.208
-0.4869,0.8226,0.7308,1.203
-0.4971,0.8197,0.7169,1.197
-0.5093,0.816,0.7042,1.192
-0.5169,0.8136,0.6893,1.185
-0.5257,0.8114,0.6693,1.176
-0.5315,0.8123,0.6534,1.17
-0.5345,0.8094,0.6314,1.157
-0.5396,0.8079,0.6104,1.147
-0.5384,0.8053,0.5884,1.133
-0.5386,0.8057,0.5706,1.125
-0.5325,0.8067,0.5474,1.111
-0.5279,0.8062,0.5245,1.097
-0.5203,0.8001,0.501,1.078
-0.5113,0.7987,0.4749,1.061
-0.4993,0.7952,0.4493,1.041
-0.492,0.7918,0.4295,1.026
-0.4773,0.7869,0.4085,1.007
-0.4683,0.7826,0.3921,0.993
-0.4573,0.7791,0.385,0.982
-0.4449,0.7762,0.3804,0.972
-0.4351,0.7764,0.3875,0.971
-0.4229,0.7738,0.3987,0.968
-0.4075,0.7728,0.4075,0.964
-0.3931,0.7718,0.4205,0.963
-0.376,0.7691,0.4292,0.958
-0.3601,0.7655,0.4341,0.951
-0.3409,0.7625,0.4366,0.942
-0.3228,0.7598,0.4371,0.934
-0.3072,0.7554,0.4378,0.926
-0.2974,0.7493,0.4368,0.917
-0.2876,0.744,0.4346,0.908
-0.2776,0.7345,0.4361,0.898
-0.2737,0.7296,0.439,0.894
-0.271,0.7266,0.4368,0.89
-0.274,0.7232,0.44,0.89
-0.2744,0.7208,0.4407,0.888
-0.2781,0.7244,0.4436,0.894
-0.2791,0.7271,0.4498,0.899
-0.2793,0.7293,0.4546,0.904
-0.2827,0.7342,0.4556,0.909
-0.2864,0.7398,0.4571,0.916
-0.2935,0.7432,0.4551,0.92
-0.2989,0.744,0.4532,0.921
-0.3101,0.7459,0.4527,0.926
-0.3225,0.7471,0.4488,0.929
-0.336,0.7471,0.4507,0.935
-0.3479,0.7428,0.4556,0.938
-0.3614,0.7406,0.461,0.944
-0.3743,0.7391,0.4722,0.954
-0.3863,0.7359,0.4859,0.963
-0.4029,0.7352,0.5079,0.98
-0.4122,0.7369,0.5286,0.996
-0.4202,0.7379,0.5479,1.011
-0.4239,0.7381,0.567,1.023
-0.4234,0.7408,0.5867,1.036
-0.4227,0.7386,0.6026,1.043
-0.4214,0.7362,0.618,1.049
-0.4175,0.7325,0.6348,1.055
-0.4139,0.7293,0.65,1.061
-0.4151,0.7269,0.6641,1.069
-0.4168,0.7266,0.6783,1.078
-0.4156,0.7271,0.6888,1.084
-0.4234,0.7293,0.6968,1.094
-0.4324,0.7303,0.7039,1.103
-0.4395,0.7298,0.7093,1.109
-0.4485,0.7296,0.7144,1.115
-0.4612,0.7298,0.7215,1.125
-0.4703,0.7296,0.722,1.129
-0.4788,0.7276,0.7198,1.13
-0.4871,0.7279,0.7169,1.132
-0.4886,0.7264,0.7132,1.129
-0.4891,0.7257,0.7086,1.126
-0.4888,0.7257,0.7012,1.121
-0.4878,0.7237,0.6929,1.114
-0.4861,0.722,0.6859,1.108
-0.4844,0.7208,0.678,1.102
-0.4822,0.7208,0.6678,1.095
-0.4749,0.7215,0.6602,1.087
-0.4649,0.7218,0.6514,1.078
-0.4554,0.722,0.6409,1.067
-0.4466,0.7218,0.6287,1.056
-0.4373,0.7181,0.6182,1.044
-0.4317,0.7159,0.6077,1.034
-0.4256,0.7108,0.5977,1.022
-0.4239,0.7073,0.5884,1.013
-0.4244,0.699,0.5826,1.004
-0.4231,0.6956,0.5784,0.999
-0.4222,0.6878,0.576,0.991
-0.4163,0.6832,0.5704,0.983
-0.4117,0.6739,0.5667,0.972
-0.4068,0.671,0.566,0.967
-0.3999,0.6658,0.5643,0.96
-0.3951,0.6612,0.5682,0.957
-0.3885,0.6549,0.5713,0.952
-0.3843,0.649,0.5718,0.947
-0.3807,0.6451,0.5775,0.946
-0.3726,0.6409,0.587,0.946
-0.3694,0.6422,0.5958,0.951
-0.3636,0.6395,0.6068,0.954
-0.3599,0.6348,0.6241,0.96
-0.3557,0.6307,0.6419,0.968
-0.3531,0.6265,0.6602,0.976
-0.3518,0.6229,0.6807,0.987
-0.3514,0.6153,0.7012,0.997
-0.3521,0.6104,0.72,1.007
-0.3562,0.6031,0.7476,1.024
-0.3584,0.5923,0.7691,1.035
-0.3614,0.5843,0.7955,1.051
-0.3662,0.5806,0.8206,1.07
-0.3689,0.5772,0.8438,1.087
-0.3689,0.5738,0.8646,1.101
-0.3653,0.5728,0.8822,1.113
-0.3623,0.5718,0.8951,1.122
-0.3594,0.5691,0.9076,1.13
-0.3575,0.5665,0.9168,1.135
-0.3587,0.5618,0.9227,1.138
-0.3572,0.5608,0.9251,1.139
-0.3604,0.5599,0.9293,1.143
-0.3631,0.5594,0.9303,1.145
-0.368,0.5616,0.9259,1.144
-0.3675,0.5628,0.9186,1.138
-0.3716,0.5643,0.9076,1.131
-0.378,0.5682,0.8951,1.126
-0.3833,0.5738,0.88,1.118
-0.3916,0.5804,0.8663,1.114
-0.4009,0.586,0.8492,1.107
-0.4082,0.5931,0.8341,1.102
-0.4187,0.6002,0.8162,1.096
-0.4295,0.608,0.7994,1.092
-0.4366,0.6165,0.7857,1.09
-0.4449,0.627,0.7735,1.091
-0.4515,0.6365,0.7638,1.092
-0.4625,0.6451,0.7554,1.096
-0.4751,0.6509,0.753,1.103
-0.4888,0.658,0.7486,1.11
-0.503,0.6602,0.7481,1.117
-0.5189,0.6641,0.7545,1.131
-0.5335,0.6661,0.7603,1.143
-0.544,0.6685,0.764,1.152
-0.5594,0.6673,0.7659,1.16
-0.5706,0.6666,0.7723,1.169
-0.5811,0.6663,0.7782,1.178
-0.5887,0.6644,0.7904,1.189
-0.597,0.6646,0.8006,1.2
-0.6006,0.6619,0.8153,1.21
-0.6046,0.6622,0.8287,1.221
-0.6121,0.6578,0.8475,1.235
-0.617,0.6512,0.8653,1.246
-0.6182,0.6436,0.8858,1.257
-0.6175,0.6339,0.9073,1.267
-0.616,0.6241,0.9286,1.277
-0.6151,0.6146,0.9493,1.287
-0.6099,0.6065,0.972,1.298
-0.607,0.5943,0.992,1.306
-0.606,0.5838,1.0079,1.313
-0.6055,0.5677,1.0179,1.313
-0.6063,0.556,1.0294,1.318
-0.6072,0.5433,1.0309,1.314
-0.6063,0.5269,1.0333,1.309
-0.606,0.5174,1.0336,1.305
-0.6028,0.5074,1.0323,1.299
-0.6009,0.4991,1.0323,1.295
-0.5972,0.4908,1.0299,1.288
-0.5982,0.4866,1.0245,1.282
-0.6028,0.4788,1.0148,1.274
-0.6107,0.4788,1.0025,1.268
-0.6141,0.4744,0.9903,1.258
-0.6243,0.4744,0.9713,1.248
-0.6317,0.4749,0.9498,1.236
-0.6387,0.4766,0.9259,1.222
-0.6453,0.4795,0.8995,1.206
-0.6492,0.4849,0.8766,1.194
-0.6527,0.4935,0.8487,1.179
-0.6527,0.5008,0.8211,1.162
-0.6475,0.5069,0.7933,1.143
-0.6456,0.5147,0.7686,1.128
-0.6361,0.5223,0.7447,1.11
-0.6324,0.5315,0.7193,1.095
-0.6285,0.5364,0.6998,1.083
-0.6204,0.5408,0.6854,1.071
-0.6148,0.5433,0.671,1.06
-0.6082,0.5433,0.66,1.049
-0.5953,0.5379,0.6524,1.034
-0.5792,0.5311,0.6409,1.014
-0.5618,0.5247,0.6368,0.998
-0.542,0.5154,0.6292,0.977
-0.5208,0.5069,0.6243,0.958
-0.4986,0.4918,0.6268,0.94
-0.4764,0.481,0.6319,0.926
-0.4544,0.4661,0.6397,0.913
-0.4339,0.4549,0.6487,0.903
-0.4134,0.4405,0.6605,0.895
-0.3931,0.4273,0.6754,0.891
-0.3763,0.4163,0.6903,0.89
-0.3604,0.4063,0.7113,0.895
-0.3477,0.3951,0.7298,0.9
-0.3355,0.3846,0.7474,0.905
-0.3299,0.3743,0.7618,0.911
-0.3208,0.3675,0.7701,0.912
-0.3172,0.3572,0.7789,0.914
-0.3138,0.3499,0.7845,0.914
-0.3084,0.3482,0.7855,0.913
-0.3067,0.3477,0.7869,0.913
-0.2993,0.3472,0.7838,0.908
-0.2945,0.3528,0.7784,0.904
-0.292,0.3577,0.7711,0.899
-0.2871,0.3653,0.7635,0.894
-0.2854,0.3733,0.7554,0.89
-0.283,0.3814,0.7445,0.883
-0.2862,0.3946,0.7354,0.882
-0.2896,0.4053,0.723,0.878
-0.2957,0.4153,0.711,0.875
-0.3037,0.4248,0.7008,0.874
-0.3138,0.438,0.6893,0.875
-0.326,0.45,0.6793,0.878
-0.3394,0.4617,0.6739,0.885
-0.354,0.4717,0.6671,0.89
-0.3648,0.4842,0.6614,0.897
-0.3736,0.4959,0.6622,0.908
-0.3831,0.5069,0.6668,0.921
-0.3899,0.5105,0.671,0.929
-0.3946,0.5145,0.6763,0.937
-0.3968,0.5157,0.6878,0.947
-0.3968,0.5118,0.6988,0.953
-0.3912,0.5096,0.7132,0.96
-0.3792,0.5027,0.7281,0.963
-0.3641,0.4925,0.7435,0.963
-0.3462,0.4808,0.7611,0.964
-0.3279,0.4703,0.774,0.963
-0.3067,0.4598,0.7899,0.964
-0.2845,0.45,0.807,0.967
-0.2669,0.4402,0.8238,0.971
-0.2483,0.4297,0.8348,0.971
-0.2327,0.418,0.8436,0.97
-0.2144,0.4073,0.8514,0.968
-0.2019,0.3926,0.8551,0.962
-0.1895,0.3836,0.8568,0.958
-0.179,0.3724,0.8578,0.952
-0.1743,0.3597,0.8563,0.945
-0.1724,0.3492,0.8573,0.942
-0.1707,0.3421,0.8548,0.936
-0.1731,0.3355,0.8526,0.932
-0.177,0.3299,0.8521,0.931
-0.1831,0.3299,0.849,0.929
-0.1897,0.3311,0.8499,0.932
-0.2,0.3343,0.8463,0.932
-0.2122,0.3396,0.8492,0.939
-0.2254,0.3479,0.8504,0.946
-0.2447,0.3577,0.8519,0.956
-0.2688,0.3731,0.8563,0.972
-0.2993,0.389,0.8587,0.989
-0.3245,0.4043,0.8665,1.01
-0.3516,0.4229,0.8756,1.034
-0.3794,0.4402,0.8883,1.062
-0.4109,0.4573,0.9032,1.093
-0.4385,0.4749,0.9195,1.124
-0.4717,0.4876,0.9366,1.157
-0.5032,0.501,0.9547,1.19
-0.5301,0.5108,0.9684,1.216
-0.5533,0.5208,0.9847,1.244
-0.5743,0.5325,1.0011,1.271
-0.5892,0.5411,1.0145,1.292
-0.6036,0.5506,1.0289,1.314
-0.6099,0.5569,1.0387,1.327
-0.616,0.5613,1.045,1.337
-0.616,0.5662,1.0528,1.345
-0.6173,0.5674,1.0572,1.349
-0.6143,0.5643,1.0567,1.346
-0.608,0.5594,1.0519,1.338
-0.5987,0.5574,1.0494,1.331
-0.5884,0.5511,1.0519,1.325
-0.576,0.5467,1.0465,1.314
-0.5635,0.5391,1.0519,1.309
-0.5494,0.5298,1.0533,1.301
-0.5335,0.5181,1.0553,1.291
-0.5135,0.5064,1.0567,1.279
-0.493,0.4961,1.0546,1.265
-0.4722,0.4844,1.0538,1.252
-0.451,0.4773,1.0514,1.24
-0.4292,0.4683,1.0426,1.221
-0.4126,0.462,1.034,1.205
-0.3936,0.4566,1.0221,1.187
-0.3785,0.4522,1.0094,1.169
-0.3648,0.4495,0.9984,1.154
-0.3528,0.4488,0.9869,1.14
-0.3389,0.4522,0.9737,1.126
-0.3272,0.4537,0.9598,1.111
-0.3167,0.4578,0.9442,1.096
-0.3023,0.4627,0.9293,1.081
-0.2937,0.4688,0.9127,1.067
-0.2847,0.4727,0.8978,1.054
-0.2786,0.4776,0.8836,1.042
-0.2698,0.4812,0.8665,1.027
-0.2666,0.4852,0.8485,1.013
-0.2622,0.493,0.8314,1.001
-0.2571,0.4993,0.8162,0.991
-0.2498,0.5115,0.7992,0.981
-0.2405,0.5232,0.7882,0.976
-0.2312,0.5345,0.7747,0.969
-0.2241,0.5438,0.7623,0.963
-0.2205,0.5525,0.7542,0.961
-0.2239,0.5596,0.7459,0.959
-0.2329,0.5638,0.7437,0.962
-0.2466,0.5684,0.7484,0.972
-0.2595,0.5726,0.7528,0.981
-0.2732,0.575,0.7601,0.991
-0.2793,0.574,0.7711,1.001
-0.2857,0.5743,0.7826,1.012
-0.2876,0.5767,0.7894,1.019
-0.2871,0.577,0.7992,1.027
-0.2837,0.5775,0.8053,1.031
-0.2815,0.5794,0.8067,1.032
-0.2752,0.5779,0.8116,1.034
-0.2664,0.5787,0.8101,1.031
-0.2625,0.5787,0.8089,1.029
-0.2564,0.5755,0.8106,1.027
-0.2534,0.574,0.807,1.022
-0.252,0.5745,0.8072,1.022
-0.2603,0.575,0.805,1.023
-0.2688,0.5745,0.8035,1.024
-0.2771,0.5735,0.7972,1.02
-0.291,0.577,0.7921,1.022
-0.3055,0.5796,0.7835,1.021
-0.3194,0.5855,0.7735,1.021
-0.3333,0.5941,0.7613,1.022
-0.3443,0.6014,0.7479,1.02
-0.3548,0.6065,0.7345,1.016
-0.3601,0.6111,0.7232,1.013
-0.3667,0.6158,0.7152,1.012
-0.3699,0.6221,0.7076,1.012
-0.3767,0.6253,0.7044,1.014
-0.3838,0.6287,0.7049,1.02
-0.3899,0.6297,0.7154,1.03
-0.3975,0.6339,0.7232,1.041
-0.4021,0.6324,0.7357,1.05
-0.41,0.6317,0.7467,1.06
-0.4122,0.6302,0.7581,1.069
-0.4143,0.627,0.7669,1.074
-0.4131,0.6226,0.775,1.077
-0.4136,0.6177,0.783,1.08
-0.4095,0.6092,0.7818,1.072
-0.4048,0.6009,0.7811,1.065
-0.3985,0.5933,0.7882,1.064
-0.3931,0.5921,0.793,1.065
-0.3875,0.5887,0.7952,1.063
-0.3848,0.5894,0.7955,1.062
-0.3843,0.5906,0.7962,1.063
-0.3836,0.5919,0.794,1.062
-0.3904,0.5938,0.7882,1.061
-0.3953,0.5943,0.784,1.06
-0.3958,0.5916,0.7833,1.058
-0.4043,0.5887,0.7791,1.057
-0.4097,0.588,0.7799,1.059
-0.4153,0.5855,0.7857,1.064
-0.42,0.5843,0.7943,1.072
-0.4256,0.577,0.8006,1.075
-0.4297,0.5728,0.8153,1.085
-0.4339,0.5652,0.8314,1.095
-0.4363,0.5584,0.847,1.104
-0.441,0.5494,0.8636,1.114
-0.4449,0.5408,0.8812,1.126
-0.4488,0.5323,0.8988,1.137
-0.4556,0.5218,0.9229,1.154
-0.4617,0.5147,0.9408,1.168
-0.4659,0.5076,0.9571,1.179
-0.4712,0.5008,0.9698,1.189
-0.4751,0.4959,0.9784,1.195
-0.4783,0.492,0.9837,1.199
-0.4856,0.4861,0.9845,1.201
-0.4861,0.4834,0.9823,1.198
-0.4961,0.4812,0.9762,1.196
-0.5022,0.4771,0.9745,1.196
-0.5101,0.4747,0.9701,1.194
-0.513,0.4693,0.9708,1.194
-0.5218,0.4668,0.974,1.2
-0.5313,0.4627,0.9789,1.206
-0.5379,0.4588,0.9862,1.213
-0.5438,0.4551,0.9928,1.22
-0.5499,0.4502,0.9977,1.225
-0.5518,0.45,0.996,1.224
-0.5501,0.4468,0.9942,1.221
-0.5413,0.4436,0.9884,1.211
-0.5372,0.4422,0.9813,1.203
-0.5298,0.4395,0.971,1.19
-0.5196,0.4383,0.9647,1.18
-0.5137,0.4375,0.9547,1.169
-0.5047,0.438,0.9522,1.163
-0.4988,0.4417,0.9493,1.16
-0.4903,0.4444,0.9518,1.159
-0.48,0.4485,0.9591,1.163
-0.4761,0.451,0.9625,1.165
-0.4671,0.4534,0.9715,1.169
-0.4622,0.4593,0.9806,1.177
-0.462,0.4644,0.9913,1.188
-0.4622,0.4683,1.006,1.202
-0.4644,0.4734,1.0213,1.218
-0.4646,0.4751,1.0394,1.234
-0.4646,0.4815,1.0572,1.251
-0.4642,0.4859,1.0792,1.271
-0.4615,0.4944,1.0983,1.29
-0.4607,0.5003,1.1158,1.307
-0.4612,0.5079,1.1293,1.321
-0.4617,0.5145,1.1434,1.336
-0.4639,0.5196,1.1549,1.349
-0.4666,0.5274,1.1637,1.36
-0.4729,0.5359,1.1671,1.369
-0.4771,0.5425,1.1693,1.375
-0.4844,0.5523,1.1681,1.38
-0.4927,0.5645,1.1637,1.384
-0.4979,0.5731,1.1622,1.388
-0.5022,0.5826,1.1556,1.388
-0.5059,0.5889,1.1488,1.387
-0.5093,0.5982,1.1412,1.386
-0.5123,0.6048,1.1356,1.385
-0.5154,0.6102,1.1315,1.385
-0.5171,0.6165,1.1258,1.384
-0.5176,0.6202,1.1222,1.383
-0.5169,0.6241,1.1173,1.38
-0.5157,0.6263,1.1146,1.379
-0.5115,0.6297,1.1173,1.381
-0.5081,0.6302,1.1149,1.378
-0.5076,0.6285,1.1139,1.376
-0.5096,0.6273,1.1119,1.375
-0.5084,0.6243,1.1036,1.366
-0.5025,0.6204,1.0956,1.356
-0.4915,0.6177,1.088,1.344
-0.482,0.6124,1.0802,1.332
-0.4703,0.6077,1.0741,1.321
-0.4603,0.607,1.068,1.312
-0.4522,0.6048,1.0619,1.303
-0.4393,0.6021,1.0577,1.294
-0.4251,0.6011,1.0565,1.288
-0.41,0.5955,1.0553,1.279
-0.3963,0.5919,1.0538,1.272
-0.3841,0.5894,1.0541,1.267
-0.3721,0.5838,1.058,1.264
-0.3638,0.5799,1.058,1.26
-0.3597,0.5799,1.0602,1.261
-0.357,0.5784,1.0609,1.26
-0.3601,0.5784,1.0621,1.262
-0.3599,0.5811,1.066,1.266
-0.3636,0.5833,1.0697,1.271
-0.3655,0.5865,1.0731,1.276
-0.3702,0.5904,1.076,1.282
-0.368,0.5928,1.078,1.284
-0.3675,0.5967,1.0839,1.291
-0.3643,0.6006,1.0868,1.294
-0.3623,0.6011,1.0858,1.293
-0.3562,0.6006,1.088,1.293
-0.3518,0.5989,1.0902,1.293
-0.3509,0.5955,1.0953,1.295
-0.3516,0.5965,1.0978,1.298
-0.3504,0.5967,1.1061,1.305
-0.3528,0.598,1.1136,1.312
-0.3543,0.5994,1.1271,1.325
-0.3567,0.6004,1.1412,1.338
-0.354,0.5999,1.1547,1.349
-0.3521,0.5972,1.171,1.361
-0.3506,0.5901,1.1844,1.369
-0.347,0.585,1.1949,1.375
-0.3411,0.5745,1.2081,1.381
-0.3348,0.5655,1.2206,1.386
-0.3284,0.5587,1.2291,1.389
-0.325,0.5513,1.2374,1.393
-0.3172,0.5455,1.2457,1.396
-0.3133,0.5362,1.2496,1.395
-0.3069,0.5318,1.2477,1.391
-0.304,0.5274,1.2438,1.385
-0.2991,0.522,1.2401,1.378
-0.2945,0.5169,1.2299,1.366
-0.2928,0.5135,1.2172,1.353
-0.2881,0.5096,1.1981,1.333
-0.2837,0.5037,1.1781,1.312
-0.2837,0.4993,1.1586,1.293
-0.2813,0.4983,1.1412,1.277
-0.283,0.4981,1.1217,1.26
-0.2857,0.5001,1.1097,1.25
-0.2857,0.5054,1.0958,1.24
-0.2893,0.5093,1.0875,1.235
-0.2954,0.512,1.0755,1.227
-0.2998,0.5171,1.0668,1.223
-0.3042,0.5223,1.0546,1.215
-0.3106,0.5245,1.0414,1.207
-0.3162,0.5306,1.0294,1.2
-0.3206,0.532,1.0201,1.194
-0.3255,0.5352,1.0099,1.188
-0.3316,0.5406,1.0013,1.185
-0.3313,0.5425,0.996,1.182
-0.3291,0.5433,0.9896,1.176
-0.3267,0.5474,0.984,1.172
-0.326,0.5513,0.9818,1.172
-0.3233,0.554,0.9815,1.173
-0.3221,0.5582,0.9789,1.172
-0.3206,0.5633,0.9815,1.176
-0.3201,0.5662,0.9786,1.175
-0.3147,0.5672,0.9796,1.175
-0.3133,0.5687,0.9808,1.176
-0.3103,0.5679,0.9842,1.178
-0.3079,0.5672,0.9886,1.181
-0.3072,0.5689,0.9955,1.187
-0.3059,0.566,0.9999,1.189
-0.3042,0.5628,1.0055,1.192
-0.304,0.564,1.0077,1.194
-0.3015,0.5621,1.0118,1.196
-0.3001,0.5618,1.0111,1.195
-0.2969,0.5594,1.015,1.196
-0.2967,0.5569,1.0128,1.193
-0.2974,0.5543,1.0155,1.195
-0.2932,0.5533,1.0162,1.194
-0.2964,0.5499,1.0201,1.196
-0.2957,0.5462,1.0223,1.196
-0.2979,0.545,1.0292,1.202
-0.3006,0.5438,1.037,1.209
-0.2998,0.544,1.0462,1.217
-0.3008,0.5447,1.0558,1.226
-0.2981,0.542,1.066,1.233
-0.2993,0.5391,1.0746,1.239
-0.2984,0.5416,1.0819,1.246
-0.3028,0.5411,1.0897,1.254
-0.3047,0.5381,1.0958,1.258
-0.3076,0.5362,1.1005,1.262
-0.3067,0.5372,1.1,1.262
-0.3076,0.534,1.0992,1.26
-0.3015,0.5342,1.1034,1.262
-0.2981,0.5311,1.1034,1.26
-0.2957,0.5279,1.1041,1.259
-0.294,0.5274,1.1024,1.257
-0.2896,0.5267,1.1024,1.256
-0.2849,0.5237,1.1022,1.253
-0.2808,0.5218,1.1024,1.252
-0.2769,0.5215,1.1029,1.251
-0.274,0.5167,1.1024,1.248
-0.2693,0.5152,1.0992,1.243
-0.2659,0.5108,1.0919,1.234
-0.2591,0.5101,1.0831,1.225
-0.2556,0.5079,1.0763,1.217
-0.2505,0.503,1.0692,1.208
-0.249,0.5015,1.0626,1.201
-0.2481,0.4991,1.0575,1.195
-0.25,0.4959,1.0558,1.193
-0.2532,0.4996,1.0504,1.19
-0.2552,0.5008,1.0426,1.184
-0.2581,0.502,1.0367,1.18
-0.2632,0.5022,1.0299,1.176
-0.2654,0.5035,1.0211,1.169
-0.2715,0.5047,1.0091,1.161
-0.2759,0.5025,0.9972,1.15
-0.2849,0.5015,0.9842,1.141
-0.2937,0.4971,0.9742,1.132
-0.3003,0.4957,0.9654,1.126
-0.305,0.4959,0.9557,1.119
-0.3091,0.4935,0.9483,1.113
